"Date","Simple Date","Outdoor Temperature (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Yearly Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Absolute Pressure (inHg)"
2023-09-15T18:20:00-07:00,2023-09-15 18:20:00,69.6,0,0,7.1,254,0,0,0,4.53,19.91,29.74,80,0,9.4,29.53
2023-09-15T18:15:00-07:00,2023-09-15 18:15:00,69.6,1.3,1.3,7.1,254,0,0,0,4.53,19.91,29.74,81,0,9.8,29.53
2023-09-15T18:10:00-07:00,2023-09-15 18:10:00,69.9,1.3,1.3,7.1,210,0,0,0,4.53,19.91,29.74,80,0,10.8,29.53
2023-09-15T18:05:00-07:00,2023-09-15 18:05:00,70.1,1.7,1.7,7.1,210,0,0,0,4.53,19.91,29.73,80,0,11,29.52
2023-09-15T18:00:00-07:00,2023-09-15 18:00:00,70.7,2.6,2.6,7.1,216,0,0,0,4.53,19.91,29.73,79,0,11.4,29.52
2023-09-15T17:55:00-07:00,2023-09-15 17:55:00,70.7,2,2,7.1,228,0,0,0,4.53,19.91,29.73,79,0,13.9,29.52
2023-09-15T17:50:00-07:00,2023-09-15 17:50:00,70.7,2.2,2.2,7.1,210,0,0,0,4.53,19.91,29.73,79,0,16.5,29.52
2023-09-15T17:45:00-07:00,2023-09-15 17:45:00,70.5,2.6,2.6,7.1,216,0,0,0,4.53,19.91,29.73,79,0,17.3,29.52
2023-09-15T17:40:00-07:00,2023-09-15 17:40:00,70.7,1.5,1.5,7.1,258,0,0,0,4.53,19.91,29.73,80,0,21.7,29.51
2023-09-15T17:35:00-07:00,2023-09-15 17:35:00,70.7,1.5,1.5,7.1,276,0,0,0,4.53,19.91,29.73,78,0,23.1,29.51
2023-09-15T17:30:00-07:00,2023-09-15 17:30:00,71.2,2.4,2.4,7.1,228,0,0,0,4.53,19.91,29.73,78,0,23.5,29.52
2023-09-15T17:25:00-07:00,2023-09-15 17:25:00,70.8,0,0,7.1,240,0,0,0,4.53,19.91,29.73,79,0,26.1,29.52
2023-09-15T17:20:00-07:00,2023-09-15 17:20:00,71,2,2,7.1,258,0,0,0,4.53,19.91,29.73,78,0,27.4,29.52
2023-09-15T17:15:00-07:00,2023-09-15 17:15:00,71.2,2.4,2.4,7.1,262,0,0,0,4.53,19.91,29.73,78,0,29.9,29.52
2023-09-15T17:10:00-07:00,2023-09-15 17:10:00,71,0,0,7.1,294,0,0,0,4.53,19.91,29.73,79,0,34.4,29.51
2023-09-15T17:05:00-07:00,2023-09-15 17:05:00,71.4,2.2,2.2,7.1,282,0,0,0,4.53,19.91,29.73,78,0,40.5,29.52
2023-09-15T17:00:00-07:00,2023-09-15 17:00:00,71.7,2,2,7.1,237,0,0,0,4.53,19.91,29.73,78,0,45.6,29.51
2023-09-15T16:55:00-07:00,2023-09-15 16:55:00,72.1,3.8,4.2,7.1,192,0,0,0,4.53,19.91,29.72,78,0,54.8,29.51
2023-09-15T16:50:00-07:00,2023-09-15 16:50:00,72.1,1.3,1.3,7.1,272,0,0,0,4.53,19.91,29.72,76,0,63.2,29.5
2023-09-15T16:45:00-07:00,2023-09-15 16:45:00,72.1,3.5,3.8,7.1,232,0,0,0,4.53,19.91,29.72,77,0,64.9,29.51
2023-09-15T16:40:00-07:00,2023-09-15 16:40:00,73,3.8,4.2,7.1,237,0,0,0,4.53,19.91,29.72,76,0,62.9,29.51
2023-09-15T16:35:00-07:00,2023-09-15 16:35:00,72.6,1.7,1.7,7.1,270,0,0,0,4.53,19.91,29.72,76,0,73.3,29.51
2023-09-15T16:30:00-07:00,2023-09-15 16:30:00,72.3,2,2,7.1,324,0,0,0,4.53,19.91,29.72,76,0,82.4,29.51
2023-09-15T16:25:00-07:00,2023-09-15 16:25:00,72.5,4.9,5.5,7.1,276,0,0,0,4.53,19.91,29.72,76,0,87,29.51
2023-09-15T16:20:00-07:00,2023-09-15 16:20:00,72.1,2.4,2.4,7.1,260,0,0,0,4.53,19.91,29.72,77,0,79.4,29.51
2023-09-15T16:15:00-07:00,2023-09-15 16:15:00,72.5,1.3,1.3,7.1,290,0,0,0,4.53,19.91,29.72,77,0,83.6,29.5
2023-09-15T16:10:00-07:00,2023-09-15 16:10:00,72.5,1.7,1.7,7.1,48,0,0,0,4.53,19.91,29.73,77,0,81.2,29.51
2023-09-15T16:05:00-07:00,2023-09-15 16:05:00,72.5,3.8,4.2,7.1,244,0,0,0,4.53,19.91,29.72,77,0,88.2,29.51
2023-09-15T16:00:00-07:00,2023-09-15 16:00:00,72.6,2.6,2.6,7.1,258,0,0,0,4.53,19.91,29.73,76,0,83.3,29.51
2023-09-15T15:55:00-07:00,2023-09-15 15:55:00,73.9,2,2,7.1,228,0,0,0,4.53,19.91,29.72,74,0,93.7,29.51
2023-09-15T15:50:00-07:00,2023-09-15 15:50:00,73.9,4.4,4.9,7.1,294,0,0,0,4.53,19.91,29.72,73,0,102.4,29.51
2023-09-15T15:45:00-07:00,2023-09-15 15:45:00,74.3,4,4.4,7.1,216,0,0,0,4.53,19.91,29.72,71,0,105.5,29.51
2023-09-15T15:40:00-07:00,2023-09-15 15:40:00,74.8,4.6,5.1,7.1,234,0,0,0,4.53,19.91,29.72,71,0,83.7,29.51
2023-09-15T15:35:00-07:00,2023-09-15 15:35:00,75.7,6.2,6.2,7.1,232,0,0,0,4.53,19.91,29.72,69,0,70.2,29.5
2023-09-15T15:30:00-07:00,2023-09-15 15:30:00,74.6,2.6,2.6,7.1,234,0,0,0,4.53,19.91,29.72,71,0,79.2,29.51
2023-09-15T15:25:00-07:00,2023-09-15 15:25:00,75.9,2.9,2.9,7.1,294,0,0,0,4.53,19.91,29.72,71,0,85.2,29.51
2023-09-15T15:20:00-07:00,2023-09-15 15:20:00,75.3,2.6,2.6,7.1,48,0,0,0,4.53,19.91,29.72,70,1,83.5,29.51
2023-09-15T15:15:00-07:00,2023-09-15 15:15:00,75.5,2.4,2.4,7.1,274,0,0,0,4.53,19.91,29.72,70,0,105.2,29.51
2023-09-15T15:10:00-07:00,2023-09-15 15:10:00,76.4,3.1,3.1,7.1,259,0,0,0,4.53,19.91,29.72,68,0,98.3,29.51
2023-09-15T15:05:00-07:00,2023-09-15 15:05:00,76.1,3.5,3.8,7.1,216,0,0,0,4.53,19.91,29.72,69,0,93.5,29.51
2023-09-15T15:00:00-07:00,2023-09-15 15:00:00,77.3,4.4,4.9,6.7,204,0,0,0,4.53,19.91,29.73,67,0,71.6,29.52
2023-09-15T14:55:00-07:00,2023-09-15 14:55:00,76.4,2,2,6.2,294,0,0,0,4.53,19.91,29.72,68,0,72.8,29.51
2023-09-15T14:50:00-07:00,2023-09-15 14:50:00,75.7,2.2,2.2,6.2,280,0,0,0,4.53,19.91,29.73,69,1,134.5,29.52
2023-09-15T14:45:00-07:00,2023-09-15 14:45:00,76.8,2.2,2.2,6.2,306,0,0,0,4.53,19.91,29.73,67,0,71.3,29.52
2023-09-15T14:40:00-07:00,2023-09-15 14:40:00,76.6,3.8,4.2,6.2,270,0,0,0,4.53,19.91,29.73,68,0,79.6,29.52
2023-09-15T14:35:00-07:00,2023-09-15 14:35:00,76.6,2.2,2.2,6.2,288,0,0,0,4.53,19.91,29.73,67,0,78,29.52
2023-09-15T14:30:00-07:00,2023-09-15 14:30:00,76.8,2.2,2.2,6.2,289,0,0,0,4.53,19.91,29.72,68,0,58.9,29.51
2023-09-15T14:25:00-07:00,2023-09-15 14:25:00,77,2.2,2.2,6.2,270,0,0,0,4.53,19.91,29.72,67,1,112.4,29.51
2023-09-15T14:20:00-07:00,2023-09-15 14:20:00,76.4,1.3,1.3,6.2,270,0,0,0,4.53,19.91,29.73,68,1,210.4,29.52
2023-09-15T14:15:00-07:00,2023-09-15 14:15:00,76.2,2.9,2.9,6.2,66,0,0,0,4.53,19.91,29.73,69,3,311.6,29.51
2023-09-15T14:10:00-07:00,2023-09-15 14:10:00,76.6,2,2,6.2,0,0,0,0,4.53,19.91,29.73,67,1,115.2,29.52
2023-09-15T14:05:00-07:00,2023-09-15 14:05:00,76.1,0,0,6.2,268,0,0,0,4.53,19.91,29.73,68,2,217.2,29.52
2023-09-15T14:00:00-07:00,2023-09-15 14:00:00,77,3.3,3.5,6.2,280,0,0,0,4.53,19.91,29.73,67,2,232.5,29.52
2023-09-15T13:55:00-07:00,2023-09-15 13:55:00,76.8,1.3,1.3,6.2,284,0,0,0,4.53,19.91,29.74,68,2,383.6,29.53
2023-09-15T13:50:00-07:00,2023-09-15 13:50:00,76.2,3.3,3.5,6.2,259,0,0,0,4.53,19.91,29.73,67,1,67.2,29.52
2023-09-15T13:45:00-07:00,2023-09-15 13:45:00,75.7,1.7,1.7,6.2,273,0,0,0,4.53,19.91,29.74,67,1,158.1,29.53
2023-09-15T13:40:00-07:00,2023-09-15 13:40:00,75.9,4.6,5.1,6.2,228,0,0,0,4.53,19.91,29.74,67,1,177.9,29.53
2023-09-15T13:35:00-07:00,2023-09-15 13:35:00,76.2,2,2,6.2,280,0,0,0,4.53,19.91,29.74,67,0,61.1,29.53
2023-09-15T13:30:00-07:00,2023-09-15 13:30:00,75.3,2.4,2.4,6.2,210,0,0,0,4.53,19.91,29.75,65,1,160.1,29.53
2023-09-15T13:25:00-07:00,2023-09-15 13:25:00,75.2,3.3,3.5,6.2,273,0,0,0,4.53,19.91,29.75,68,1,186,29.53
2023-09-15T13:20:00-07:00,2023-09-15 13:20:00,75.2,4.4,4.9,6.2,228,0,0,0,4.53,19.91,29.75,67,2,243,29.54
2023-09-15T13:15:00-07:00,2023-09-15 13:15:00,74.8,5.5,5.5,6.2,216,0,0,0,4.53,19.91,29.74,70,1,115.2,29.53
2023-09-15T13:10:00-07:00,2023-09-15 13:10:00,75.3,3.1,3.1,6.2,204,0,0,0,4.53,19.91,29.75,66,4,325.9,29.54
2023-09-15T13:05:00-07:00,2023-09-15 13:05:00,74.6,2,2,6.2,262,0,0,0,4.53,19.91,29.76,69,2,364.5,29.54
2023-09-15T13:00:00-07:00,2023-09-15 13:00:00,76.2,2,2,6,54,0,0,0,4.53,19.91,29.76,67,8,784.6,29.55
2023-09-15T12:55:00-07:00,2023-09-15 12:55:00,75,2,2,6,288,0,0,0,4.53,19.91,29.76,67,4,507.5,29.55
2023-09-15T12:50:00-07:00,2023-09-15 12:50:00,73.9,1.5,1.5,5.5,249,0,0,0,4.53,19.91,29.76,69,7,812.3,29.55
2023-09-15T12:45:00-07:00,2023-09-15 12:45:00,74.1,3.3,3.5,4.9,246,0,0,0,4.53,19.91,29.76,71,0,65.7,29.55
2023-09-15T12:40:00-07:00,2023-09-15 12:40:00,73.7,1.5,1.5,4.2,6,0,0,0,4.53,19.91,29.77,70,0,62.9,29.55
2023-09-15T12:35:00-07:00,2023-09-15 12:35:00,73,1.3,1.3,4.2,283,0,0,0,4.53,19.91,29.76,72,0,66.6,29.55
2023-09-15T12:30:00-07:00,2023-09-15 12:30:00,72.5,3.3,3.5,4.2,288,0,0,0,4.53,19.91,29.77,72,0,71,29.55
2023-09-15T12:25:00-07:00,2023-09-15 12:25:00,72.5,1.5,1.5,4.2,275,0,0,0,4.53,19.91,29.77,73,0,81.3,29.56
2023-09-15T12:20:00-07:00,2023-09-15 12:20:00,72.1,0,0,4.2,295,0,0,0,4.53,19.91,29.77,75,0,85.8,29.56
2023-09-15T12:15:00-07:00,2023-09-15 12:15:00,72.8,0,0,3.1,36,0,0,0,4.53,19.91,29.78,72,1,138.8,29.56
2023-09-15T12:10:00-07:00,2023-09-15 12:10:00,72.8,2,2,3.1,54,0,0,0,4.53,19.91,29.78,72,1,173.2,29.56
2023-09-15T12:05:00-07:00,2023-09-15 12:05:00,73,1.3,1.3,3.1,36,0,0,0,4.53,19.91,29.78,71,1,181,29.57
2023-09-15T12:00:00-07:00,2023-09-15 12:00:00,72.1,0,0,3.1,336,0,0,0,4.53,19.91,29.78,71,1,168.8,29.57
2023-09-15T11:55:00-07:00,2023-09-15 11:55:00,71.4,0,0,3.1,336,0,0,0,4.53,19.91,29.79,75,0,150.9,29.58
2023-09-15T11:50:00-07:00,2023-09-15 11:50:00,71,1.5,1.5,3.1,42,0,0,0,4.53,19.91,29.79,76,0,137.6,29.58
2023-09-15T11:45:00-07:00,2023-09-15 11:45:00,70.7,1.3,1.3,3.1,289,0,0,0,4.53,19.91,29.79,76,0,121,29.58
2023-09-15T11:40:00-07:00,2023-09-15 11:40:00,70.7,0,0,3.1,258,0,0,0,4.53,19.91,29.79,76,0,120.2,29.58
2023-09-15T11:35:00-07:00,2023-09-15 11:35:00,70.7,2,2,2.9,242,0,0,0,4.53,19.91,29.79,76,0,115.2,29.58
2023-09-15T11:30:00-07:00,2023-09-15 11:30:00,71.2,0,0,2.9,264,0,0,0,4.53,19.91,29.79,75,0,115.3,29.58
2023-09-15T11:25:00-07:00,2023-09-15 11:25:00,71,1.7,1.7,2.9,263,0,0,0,4.53,19.91,29.79,75,0,113.7,29.58
2023-09-15T11:20:00-07:00,2023-09-15 11:20:00,70.5,0,0,2.9,261,0,0,0,4.53,19.91,29.79,75,0,117.9,29.58
2023-09-15T11:15:00-07:00,2023-09-15 11:15:00,70.1,2.4,2.4,2.9,261,0,0,0,4.53,19.91,29.79,77,0,114.3,29.58
2023-09-15T11:10:00-07:00,2023-09-15 11:10:00,69.8,0,0,2.9,270,0,0,0,4.53,19.91,29.79,77,0,113.4,29.58
2023-09-15T11:05:00-07:00,2023-09-15 11:05:00,69.8,1.5,1.5,2.9,289,0,0,0,4.53,19.91,29.79,77,0,104.3,29.58
2023-09-15T11:00:00-07:00,2023-09-15 11:00:00,70.3,1.3,1.3,2.9,332,0,0,0,4.53,19.91,29.8,76,0,94,29.59
2023-09-15T10:55:00-07:00,2023-09-15 10:55:00,70.3,0,0,2.9,334,0,0,0,4.53,19.91,29.79,78,0,91.4,29.58
2023-09-15T10:50:00-07:00,2023-09-15 10:50:00,70.1,0,0,2.9,332,0,0,0,4.53,19.91,29.79,78,0,86.9,29.58
2023-09-15T10:45:00-07:00,2023-09-15 10:45:00,69.8,1.5,1.5,2.9,333,0,0,0,4.53,19.91,29.8,77,0,87.8,29.58
2023-09-15T10:40:00-07:00,2023-09-15 10:40:00,69.6,1.5,1.5,2.9,287,0,0,0,4.53,19.91,29.79,78,0,86.4,29.58
2023-09-15T10:35:00-07:00,2023-09-15 10:35:00,69.6,0,0,2.9,288,0,0,0,4.53,19.91,29.8,78,0,90.2,29.58
2023-09-15T10:30:00-07:00,2023-09-15 10:30:00,69,0,0,2.9,286,0,0,0,4.53,19.91,29.8,79,0,90,29.58
2023-09-15T10:25:00-07:00,2023-09-15 10:25:00,68.9,1.3,1.3,2.9,286,0,0,0,4.53,19.91,29.79,79,0,85.6,29.58
2023-09-15T10:20:00-07:00,2023-09-15 10:20:00,68.9,0,0,2.9,299,0,0,0,4.53,19.91,29.8,79,0,80.9,29.58
2023-09-15T10:15:00-07:00,2023-09-15 10:15:00,69,1.3,1.3,2.9,66,0,0,0,4.53,19.91,29.8,80,0,73.5,29.58
2023-09-15T10:10:00-07:00,2023-09-15 10:10:00,69,0,0,2.9,66,0,0,0,4.53,19.91,29.8,79,0,70.6,29.58
2023-09-15T10:05:00-07:00,2023-09-15 10:05:00,69.4,1.5,1.5,2.9,66,0,0,0,4.53,19.91,29.8,78,0,73.5,29.59
2023-09-15T10:00:00-07:00,2023-09-15 10:00:00,69.9,0,0,2.9,174,0,0,0,4.53,19.91,29.79,77,0,81.4,29.58
2023-09-15T09:55:00-07:00,2023-09-15 09:55:00,69.2,0,0,2.9,174,0,0,0,4.53,19.91,29.79,78,0,85.7,29.58
2023-09-15T09:50:00-07:00,2023-09-15 09:50:00,68.5,0,0,2.9,174,0,0,0,4.53,19.91,29.8,79,0,87.8,29.58
2023-09-15T09:45:00-07:00,2023-09-15 09:45:00,68.9,2,2,2.9,174,0,0,0,4.53,19.91,29.8,80,0,85.2,29.58
2023-09-15T09:40:00-07:00,2023-09-15 09:40:00,68.3,0,0,2.9,174,0,0,0,4.53,19.91,29.8,79,0,85.8,29.58
2023-09-15T09:35:00-07:00,2023-09-15 09:35:00,68.1,0,0,2.9,174,0,0,0,4.53,19.91,29.79,81,0,88,29.58
2023-09-15T09:30:00-07:00,2023-09-15 09:30:00,68.1,0,0,2.9,168,0,0,0,4.53,19.91,29.79,81,0,90.2,29.58
2023-09-15T09:25:00-07:00,2023-09-15 09:25:00,68.5,1.5,1.5,2.9,144,0,0,0,4.53,19.91,29.79,81,0,83.3,29.58
2023-09-15T09:20:00-07:00,2023-09-15 09:20:00,68.3,0,0,2.9,144,0,0,0,4.53,19.91,29.79,81,0,81,29.58
2023-09-15T09:15:00-07:00,2023-09-15 09:15:00,68.1,2,2,2.9,144,0,0,0,4.53,19.91,29.79,81,0,80.6,29.58
2023-09-15T09:10:00-07:00,2023-09-15 09:10:00,67.8,1.3,1.3,2.9,138,0,0,0,4.53,19.91,29.79,81,0,75,29.58
2023-09-15T09:05:00-07:00,2023-09-15 09:05:00,67.4,0,0,2.9,138,0,0,0,4.53,19.91,29.79,81,0,69.8,29.58
2023-09-15T09:00:00-07:00,2023-09-15 09:00:00,67.2,1.3,1.3,2.9,78,0,0,0,4.53,19.91,29.78,82,0,68.1,29.57
